id,palabra,edad_de_adquisicion_m,edad_de_adquisicion_sd,categoria_palabra
4449,"calcetín",3.34,1.334,2
4450,"caliente",3.18,1.674,3
4451,"callejón",7.02,1.744,2
4452,"calumnia",10.02,1.532,2
4453,"calzones",6.32,2.025,2
4454,"camarada",9.60,1.863,2
4455,"camarero",5.88,2.553,2
4456,"cambiado",6.10,2.243,1
4457,"caminata",6.70,1.992,2
4458,"camiseta",2.66,1.099,2
4459,"canarias",5.22,2.122,2
4460,"cangrejo",5.34,1.661,2
4461,"canguelo",10.32,1.463,2
4462,"cantante",5.06,1.867,3
4463,"cantidad",6.20,1.852,2
4464,"capellán",10.41,1.368,2
4465,"capítulo",7.10,2.225,2
4466,"capricho",6.04,2.665,2
4467,"carácter",8.54,2.102,2
4468,"caramelo",2.70,1.594,2
4469,"caravana",6.96,2.128,2
4470,"cardenal",7.82,2.639,2
4471,"cariñoso",4.82,1.945,3
4472,"carnaval",5.22,2.243,2
4473,"carnosos",8.02,2.437,3
4474,"carreras",5.84,2.113,2
4475,"carruaje",7.44,1.981,2
4476,"cascabel",5.58,1.885,2
4477,"castidad",9.94,1.449,2
4478,"castigar",4.18,1.637,1
4479,"castilla",8.98,1.801,2
4480,"castillo",3.76,1.636,2
4481,"catálogo",7.28,2.119,2
4482,"cataluña",8.44,1.786,2
4483,"catedral",7.02,2.511,2
4484,"católica",7.52,2.188,3
4485,"católico",6.68,2.152,3
4486,"caudillo",10.06,1.867,2
4487,"cazadora",7.78,2.288,2
4488,"cenicero",4.68,2.217,2
4489,"centuria",10.62,0.667,2
4490,"cepillar",5.10,2.252,1
4491,"cerámica",7.94,2.074,3
4492,"cercanía",7.62,2.303,2
4493,"cereales",4.66,1.586,3
4494,"cerebelo",10.22,1.433,2
4495,"cerebral",9.00,1.591,3
4496,"cerillas",6.26,2.193,2
4497,"chanclas",6.10,2.705,2
4498,"chantaje",8.42,1.980,2
4499,"chaqueta",4.66,1.599,2
4500,"chavales",7.60,1.938,2
4501,"chiflado",5.58,2.031,3
4502,"chillido",4.56,2.130,2
4503,"chimenea",5.28,2.080,2
4504,"cicatriz",5.36,1.804,2
4505,"ciclismo",7.02,1.744,2
4506,"ciclista",6.16,1.765,2
4507,"ciempiés",5.10,1.632,2
4508,"ciencias",7.88,2.086,2
4509,"cigarros",7.30,2.288,2
4510,"cimiento",9.90,1.460,2
4511,"cinturón",5.12,1.996,2
4512,"circuito",7.40,2.030,2
4513,"circular",6.44,2.459,3
4514,"ciudades",6.32,1.531,2
4515,"claridad",6.04,2.755,2
4516,"claustro",10.00,1.414,2
4517,"coacción",10.76,0.744,2
4518,"cobardía",7.56,2.215,2
4519,"cocacola",4.90,1.787,2
4520,"cocinero",4.14,1.212,2
4521,"cocinita",3.66,1.533,2
4522,"codorniz",8.28,2.195,2
4523,"colegios",3.28,1.161,2
4524,"colgante",6.14,1.761,3
4525,"coliflor",6.06,2.054,2
4526,"collares",4.84,1.777,2
4527,"colmillo",5.84,1.730,2
4528,"coloquio",10.06,1.517,2
4529,"colorido",5.40,2.167,2
4530,"columpio",3.16,1.646,2
4531,"comanche",8.92,2.108,2
4532,"comercio",7.50,1.930,2
4533,"comienzo",6.44,2.205,2
4534,"comisión",10.60,1.229,2
4535,"compañía",7.08,2.257,2
4536,"complejo",9.24,1.623,2
4537,"completo",5.96,2.285,3
4538,"comprado",5.40,1.895,1
4539,"comunión",7.38,1.589,2
4540,"concejal",9.16,1.742,2
4541,"concepto",9.32,1.932,2
4542,"concreto",8.82,1.870,3
4543,"concurso",5.60,1.750,2
4544,"conducir",5.20,2.222,1
4545,"conducta",8.60,2.523,2
4546,"conducto",9.32,1.596,2
4547,"conejito",3.06,1.361,2
4548,"conexión",8.72,1.773,2
4549,"confetis",6.28,2.718,2
4550,"congreso",10.04,1.245,2
4551,"conjunto",7.02,2.299,2
4552,"conmover",9.84,1.419,1
4553,"conocido",6.10,1.705,3
4554,"consigna",10.28,1.539,1
4555,"consigue",6.64,2.068,1
4556,"consiste",7.60,1.874,1
4557,"consorte",10.50,1.055,2
4558,"consuelo",8.76,1.492,2
4559,"consulta",8.00,2.424,2
4560,"contacto",7.96,2.432,2
4561,"contagio",7.98,2.152,2
4562,"contento",4.66,2.479,3
4563,"contexto",9.24,1.709,2
4564,"continúa",6.54,1.843,1
4565,"contorno",8.38,2.465,2
4566,"contrato",9.62,1.441,2
4567,"convento",7.74,1.904,2
4568,"cordones",4.34,1.791,2
4569,"corporal",8.28,2.176,3
4570,"correcta",6.44,2.130,3
4571,"correcto",5.68,1.671,3
4572,"corredor",7.52,2.367,2
4573,"corregir",6.48,1.669,1
4574,"corrupto",9.30,1.898,3
4575,"cortesía",9.22,2.112,2
4576,"costilla",7.46,2.102,2
4577,"cotilleo",7.52,1.961,2
4578,"creación",6.92,2.415,2
4579,"creencia",8.32,2.263,2
4580,"criatura",6.92,1.936,2
4581,"criminal",7.86,2.222,3
4582,"cristina",4.18,2.047,2
4583,"criterio",9.64,1.588,2
4584,"criticar",8.30,1.717,1
4585,"cronista",10.50,1.093,2
4586,"croqueta",5.04,1.906,2
4587,"crueldad",8.24,1.923,2
4588,"cuaderno",4.55,1.051,2
4589,"cuadrada",5.14,2.836,3
4590,"cuadrado",4.16,1.434,3
4591,"cualidad",8.60,2.050,2
4592,"cuántica",10.58,1.295,3
4593,"cuarenta",5.26,1.242,2
4594,"cubierta",8.46,2.082,3
4595,"cubierto",6.26,2.562,3
4596,"cuchilla",7.86,2.347,2
4597,"cuchillo",3.98,1.767,2
4598,"cuestión",7.58,1.896,2
4599,"culpable",6.86,2.185,3
4600,"cultural",8.32,2.217,3
4601,"cumplida",8.26,2.068,3
4602,"curación",6.65,1.516,2
4603,"dactilar",10.05,0.974,3
4604,"decíamos",6.14,1.666,1
4605,"decidido",7.10,1.821,1
4606,"decisión",7.94,2.074,2
4607,"dedicado",8.10,1.717,1
4608,"defender",5.88,1.837,1
4609,"defensor",8.50,1.898,2
4610,"delegado",7.44,1.971,3
4611,"delgadez",7.70,1.669,2
4612,"delicado",7.24,1.598,3
4613,"demencia",10.56,0.787,2
4614,"dentista",5.84,1.833,2
4615,"denuncia",8.92,1.759,1
4616,"deportes",4.60,1.471,2
4617,"depósito",8.68,1.755,2
4618,"derechos",9.12,1.752,2
4619,"desánimo",8.94,1.963,2
4620,"desastre",6.38,2.490,2
4621,"desayuno",3.24,1.479,2
4622,"descanso",4.82,2.037,2
4623,"descarga",8.84,1.777,2
4624,"descenso",8.32,2.015,2
4625,"descuido",7.80,1.829,2
4626,"desdicha",9.90,1.581,2
4627,"desertor",10.64,0.827,2
4628,"deshacer",7.54,2.169,1
4629,"deshojar",7.82,2.537,1
4630,"desierto",6.76,2.046,2
4631,"desigual",7.98,1.425,3
4632,"desorden",5.12,1.547,2
4633,"despacho",7.70,2.169,2
4634,"despacio",5.08,1.915,4
4635,"despecho",9.82,1.548,2
4636,"despiste",7.34,1.923,2
4637,"destreza",9.72,1.386,2
4638,"destruir",6.06,2.180,1
4639,"detestar",7.66,2.361,1
4640,"devoción",9.22,2.053,2
4641,"diamante",7.74,1.850,2
4642,"diciendo",5.94,1.646,1
4643,"dictador",9.44,1.897,2
4644,"dictamen",10.50,1.313,2
4645,"difusión",10.02,1.348,2
4646,"dilatada",9.76,1.598,3
4647,"dinámico",9.31,1.396,3
4648,"dinamita",7.64,2.136,2
4649,"diócesis",9.20,2.373,2
4650,"diputado",10.32,1.096,2
4651,"director",5.88,1.825,2
4652,"disculpa",6.80,2.619,2
4653,"discurso",8.50,1.951,2
4654,"disfrute",7.82,2.097,2
4655,"disgusto",8.26,2.397,2
4656,"disparar",6.04,2.249,1
4657,"distante",8.68,2.055,3
4658,"distinta",4.96,1.906,3
4659,"distinto",5.58,2.177,3
4660,"distraer",7.26,1.925,1
4661,"distrito",10.26,1.322,2
4662,"disuadir",10.12,1.394,1
4663,"división",7.20,1.726,2
4664,"divorcio",7.90,1.764,2
4665,"doctrina",10.26,1.209,2
4666,"dolencia",7.30,2.837,2
4667,"domingos",4.16,1.557,2
4668,"donativo",7.96,2.070,2
4669,"doncella",7.60,2.213,2
4670,"ebriedad",10.36,1.425,2
4671,"economía",9.60,1.309,2
4672,"edificio",4.42,1.642,2
4673,"efectivo",8.70,2.013,2
4674,"eficacia",8.98,2.503,2
4675,"ejército",7.12,2.430,2
4676,"elección",7.62,1.947,2
4677,"elefante",3.36,1.588,2
4678,"elegante",7.44,2.434,3
4679,"elemento",8.78,2.243,2
4680,"embajada",10.08,1.291,2
4681,"embarazo",6.04,1.979,2
4682,"empezado",5.08,1.988,1
4683,"empiezan",4.98,1.363,1
4684,"empírica",10.86,0.405,3
4685,"empollón",7.28,1.773,3
4686,"empresas",8.32,2.123,2
4687,"enamorar",7.36,2.345,1
4688,"enanitos",4.26,1.925,2
4689,"encender",4.90,2.188,1
4690,"encierro",7.76,2.479,2
4691,"encimera",7.64,2.414,2
4692,"encuesta",9.08,1.794,2
4693,"enérgico",8.22,2.501,3
4694,"enfadado",4.04,2.390,1
4695,"enfermos",5.48,1.832,2
4696,"engañosa",7.52,2.323,3
4697,"engordar",7.40,2.433,1
4698,"engreído",8.76,2.134,3
4699,"enmienda",10.50,1.111,2
4700,"ensalada",4.62,1.665,2
4701,"entender",5.70,1.741,1
4702,"entereza",9.94,1.570,2
4703,"entiende",5.30,1.669,1
4704,"entiendo",5.58,1.875,1
4705,"entierro",6.98,2.325,2
4706,"entonces",5.40,2.222,4
4707,"envidiar",7.82,2.318,1
4708,"episodio",8.20,2.213,2
4709,"ermitaño",9.80,1.666,2
4710,"erupción",8.48,2.023,2
4711,"escalera",3.42,1.540,2
4712,"escapada",7.86,1.874,3
4713,"escayola",7.60,1.917,2
4714,"esconder",3.66,1.533,1
4715,"escopeta",6.48,2.197,2
4716,"escribir",3.90,1.182,1
4717,"escritor",7.38,2.465,2
4718,"escuchar",4.32,1.518,1
4719,"esfuerzo",7.52,2.121,2
4720,"esmoquin",9.38,1.652,2
4721,"espacial",7.98,2.245,3
4722,"española",5.40,1.906,3
4723,"espátula",8.18,2.087,2
4724,"especial",6.78,2.359,3
4725,"espectro",10.24,1.153,2
4726,"espinazo",8.98,2.015,2
4727,"espíritu",7.12,1.945,2
4728,"esquimal",7.04,2.185,3
4729,"estación",6.64,2.414,2
4730,"estancia",9.44,1.554,2
4731,"estanque",6.04,2.000,2
4732,"estático",9.34,1.686,3
4733,"estatura",6.58,1.751,2
4734,"estética",8.74,1.782,2
4735,"estético",9.66,1.733,3
4736,"estímulo",10.30,1.055,2
4737,"estómago",5.58,2.091,2
4738,"estrecha",6.26,2.221,3
4739,"estrecho",6.90,1.940,2
4740,"estrella",3.66,1.869,2
4741,"estudiar",5.80,1.761,1
4742,"estudios",6.08,1.816,2
4743,"estúpido",5.44,2.140,3
4744,"etcétera",7.38,2.127,2
4745,"eufórico",9.74,1.639,3
4746,"europeos",7.66,1.923,3
4747,"evidente",8.92,1.828,3
4748,"exámenes",6.66,1.586,2
4749,"excitado",9.40,1.578,3
4750,"explicar",6.54,2.187,1
4751,"exterior",6.70,1.919,3
4752,"extravío",8.92,1.805,2
4753,"facultad",9.96,1.293,2
4754,"falsedad",8.58,1.727,2
4755,"famélico",10.94,0.314,3
4756,"familiar",5.24,2.246,3
4757,"familias",4.24,1.733,2
4758,"fantasía",6.26,2.211,2
4759,"fantasma",5.80,2.176,2
4760,"farmacia",5.88,1.710,2
4761,"fascinar",8.58,2.120,1
4762,"fascismo",10.80,0.639,2
4763,"fastidio",7.58,2.214,2
4764,"fatigado",8.14,1.917,1
4765,"favorito",4.60,1.385,3
4766,"femenina",6.96,2.213,3
4767,"femenino",6.40,1.654,3
4768,"fenómeno",8.70,1.898,2
4769,"fermento",10.18,1.508,2
4770,"festejar",7.14,2.408,1
4771,"festival",6.38,2.098,2
4772,"filósofo",9.40,2.390,2
4773,"flamenco",7.84,2.280,3
4774,"flaqueza",8.86,2.232,2
4775,"flexible",7.92,2.355,3
4776,"florecer",6.52,2.243,1
4777,"flotador",3.70,2.053,2
4778,"fortuito",9.96,1.456,3
4779,"fracción",8.50,1.898,2
4780,"fractura",8.64,1.770,2
4781,"francesa",7.22,1.866,3
4782,"fregador",7.47,2.686,3
4783,"frialdad",9.14,2.129,2
4784,"frondoso",8.78,2.270,3
4785,"frontera",8.12,2.027,2
4786,"funciona",5.44,2.340,1
4787,"futbolín",6.26,2.048,2
4788,"gabinete",10.44,0.993,2
4789,"galardón",9.60,1.485,2
4790,"galletas",2.78,1.404,2
4791,"gallinas",3.94,1.609,2
4792,"ganancia",9.32,2.025,2
4793,"gangrena",9.94,1.490,2
4794,"garabato",5.44,2.727,2
4795,"garantía",9.88,1.534,2
4796,"garbanzo",4.62,1.665,2
4797,"garganta",4.06,1.609,2
4798,"gasolina",6.66,1.965,2
4799,"gástrico",10.12,1.573,3
4800,"generoso",6.02,2.190,3
4801,"geología",9.58,1.458,2
4802,"gérmenes",7.90,2.063,2
4803,"gimnasia",5.08,1.455,2
4804,"gimnasio",7.58,2.331,2
4805,"gimnasta",5.88,1.976,3
4806,"gladiolo",9.24,2.165,2
4807,"glándula",10.02,1.332,2
4808,"gobierno",8.88,2.037,2
4809,"golfista",7.40,1.863,2
4810,"gracioso",4.96,1.665,3
4811,"graduado",9.28,1.565,3
4812,"grandeza",6.29,1.396,2
4813,"gratitud",8.10,2.443,2
4814,"gravedad",8.66,2.163,2
4815,"guardián",6.88,2.106,2
4816,"guateque",9.98,1.778,2
4817,"guepardo",7.16,1.856,2
4818,"guerrero",6.12,2.057,2
4819,"guitarra",4.50,1.389,2
4820,"gustaría",5.90,1.909,1
4821,"habíamos",5.90,2.084,1
4822,"habitual",8.16,1.888,3
4823,"hablamos",5.16,1.695,1
4824,"hablando",5.22,2.384,1
4825,"hacienda",10.14,1.385,2
4826,"haciendo",5.04,2.099,1
4827,"hallazgo",9.54,1.619,2
4828,"hércules",6.62,2.212,2
4829,"herencia",9.06,1.766,2
4830,"hermanos",2.90,1.298,2
4831,"heroísmo",9.28,1.970,2
4832,"hicieron",5.78,2.225,1
4833,"hipnosis",9.80,1.761,2
4834,"historia",6.92,2.088,2
4835,"homenaje",9.68,1.463,2
4836,"homicida",10.22,0.996,2
4837,"horrible",6.58,2.120,3
4838,"hospital",5.78,2.574,2
4839,"huérfano",6.90,2.121,3
4840,"humareda",8.43,2.227,2
4841,"humildad",8.94,1.856,2
4842,"humillar",7.88,1.710,1
4843,"iglesias",4.82,1.674,2
4844,"igualdad",7.22,2.418,2
4845,"imágenes",6.24,2.006,2
4846,"imaginar",5.04,1.873,1
4847,"imprenta",8.84,1.719,2
4848,"impuesto",9.92,1.469,2
4849,"impureza",9.34,1.698,2
4850,"incendio",5.20,1.714,2
4851,"incierto",8.74,1.747,3
4852,"incisivo",9.16,1.658,3
4853,"incómodo",7.34,2.163,3
4854,"incordio",7.92,2.248,2
4855,"infancia",7.06,2.583,2
4856,"infantil",5.92,2.656,3
4857,"inferior",7.50,2.043,3
4858,"infierno",7.60,2.515,2
4859,"infinito",8.18,2.371,2
4860,"inmaduro",8.86,1.429,3
4861,"inmortal",8.17,1.365,3
4862,"inocente",8.00,2.030,3
4863,"inquieto",6.86,2.424,3
4864,"inseguro",9.00,1.818,3
4865,"insomnio",9.68,1.696,2
4866,"inspirar",8.56,1.692,1
4867,"instante",8.50,1.832,2
4868,"instinto",9.66,1.710,2
4869,"integral",9.42,1.928,3
4870,"intentar",6.42,1.885,1
4871,"interesa",6.74,1.936,1
4872,"interior",6.42,1.896,2
4873,"internet",10.20,1.471,2
4874,"invasión",9.22,1.730,2
4875,"inventor",7.30,1.832,2
4876,"invertir",9.67,1.023,1
4877,"invierno",4.66,1.912,2
4878,"invitado",5.58,2.205,1
4879,"jilguero",9.80,1.604,2
4880,"jorobado",5.12,2.228,3
4881,"jubiloso",10.14,1.325,3
4882,"judicial",9.72,1.371,3
4883,"justicia",8.62,1.783,2
4884,"juventud",7.70,2.092,2
4885,"labrador",7.72,2.277,2
4886,"labriego",10.64,1.321,2
4887,"lacrimal",9.84,1.583,3
4888,"ladrillo",5.52,1.681,2
4889,"lágrimas",4.60,1.738,2
4890,"lánguido",10.28,1.371,3
4891,"lapicero",4.78,2.207,2
4892,"lavadora",5.92,2.302,2
4893,"lenguado",7.68,2.377,2
4894,"lenguaje",5.84,1.877,2
4895,"lentitud",7.08,2.098,2
4896,"leopardo",6.04,2.109,2
4897,"leotardo",6.58,2.450,2
4898,"lesbiana",10.38,1.048,3
4899,"levadura",7.68,2.226,2
4900,"levantar",4.40,1.539,1
4901,"libélula",6.76,2.016,2
4902,"libertad",7.42,2.260,2
4903,"librería",5.24,1.519,2
4904,"licencia",9.62,1.537,2
4905,"ligereza",9.26,1.838,2
4906,"limitada",9.22,1.730,3
4907,"limonada",5.98,2.056,3
4908,"limonero",5.96,1.795,3
4909,"limpieza",4.66,1.624,2
4910,"limusina",8.16,1.695,2
4911,"linterna",5.32,1.518,2
4912,"llamadas",5.60,1.738,3
4913,"llamamos",5.32,1.823,1
4914,"llegamos",5.30,1.776,1
4915,"llevamos",4.90,1.705,1
4916,"longitud",8.34,1.451,2
4917,"luchador",6.58,1.918,2
4918,"lumbrera",10.30,1.165,2
4919,"luminoso",7.60,1.690,3
4920,"madrinas",6.04,2.634,2
4921,"magnesio",10.37,1.270,2
4922,"magnitud",9.84,1.476,2
4923,"majestad",7.26,2.266,2
4924,"malestar",7.66,2.353,2
4925,"maletero",5.30,1.741,2
4926,"mallorca",8.46,1.908,2
4927,"maltrato",8.86,1.906,2
4928,"mamífero",6.94,1.671,3
4929,"manguera",4.34,1.479,2
4930,"maniobra",9.26,1.626,2
4931,"manoplas",7.02,2.162,2
4932,"manosear",6.70,2.550,1
4933,"mantener",6.78,1.930,1
4934,"mantiene",7.16,2.004,1
4935,"marbella",9.10,1.810,2
4936,"marcador",7.40,1.784,2
4937,"marinero",4.88,1.745,2
4938,"mariposa",3.38,1.323,2
4939,"martillo",4.98,2.218,2
4940,"martirio",9.44,1.939,2
4941,"material",5.20,1.750,2
4942,"maternal",7.90,2.315,3
4943,"maullido",5.84,1.993,2
4944,"mayonesa",4.90,1.787,2
4945,"mazmorra",8.02,2.171,2
4946,"mecánica",7.88,2.282,2
4947,"mecánico",6.08,2.039,3
4948,"mecedora",7.02,2.519,2
4949,"medicina",6.22,2.452,2
4950,"medieval",8.96,1.851,3
4951,"mediodía",5.22,1.620,2
4952,"melodías",7.80,2.268,2
4953,"mercader",9.68,1.504,2
4954,"merengue",6.47,2.301,2
4955,"merienda",3.74,1.509,2
4956,"metálica",8.36,2.248,3
4957,"mezquita",9.22,2.003,2
4958,"miembros",7.72,1.796,2
4959,"mientras",6.74,1.850,4
4960,"millones",6.64,1.758,2
4961,"ministro",9.70,1.249,2
4962,"misterio",7.72,2.186,2
4963,"moderado",9.02,1.846,3
4964,"modestia",9.70,1.657,2
4965,"molécula",10.44,0.951,2
4966,"molestar",5.08,2.406,1
4967,"molestia",6.54,2.943,2
4968,"momentos",6.32,1.463,2
4969,"monedero",5.54,2.052,2
4970,"monstruo",3.74,1.651,2
4971,"montañas",4.04,1.277,2
4972,"mosquito",4.04,1.851,2
4973,"muchacha",4.66,2.026,2
4974,"múltiple",8.44,1.668,3
4975,"multitud",8.16,1.973,2
4976,"munición",9.36,1.903,2
4977,"mutación",9.66,1.649,2
4978,"nacional",8.86,1.895,2
4979,"naciones",9.06,1.823,2
4980,"natación",5.48,1.832,2
4981,"natillas",4.22,1.632,2
4982,"náufrago",9.06,1.634,3
4983,"necesita",5.18,1.769,1
4984,"negación",6.68,2.853,2
4985,"negativa",7.82,2.088,2
4986,"negativo",6.48,1.389,3
4987,"nervioso",6.94,1.766,3
4988,"neumonía",9.92,1.614,2
4989,"nosotras",4.42,2.021,4
4990,"nosotros",4.22,1.730,4
4991,"noticias",6.64,2.107,2
4992,"nuestras",4.61,1.605,4
4993,"nuestros",4.28,1.852,4
4994,"obedecer",3.94,1.609,1
4995,"obesidad",8.48,1.729,2
4996,"objeción",10.27,1.186,2
4997,"objetivo",8.86,1.796,2
4998,"obsequio",7.90,1.832,2
4999,"observar",6.66,1.768,1
5000,"obsesión",8.96,1.840,2
5001,"oculista",6.86,2.176,3
5002,"ocurrido",6.72,1.852,1
5003,"olfatear",7.60,2.213,1
5004,"omóplato",9.80,1.471,2
5005,"opciones",8.10,2.092,2
5006,"oponente",9.62,1.817,2
5007,"opresión",10.22,1.130,2
5008,"ordenado",5.10,1.764,3
5009,"orejeras",7.72,2.665,3
5010,"orgánica",10.06,1.168,3
5011,"oriental",8.68,2.004,3
5012,"orificio",8.94,2.104,2
5013,"original",7.76,1.836,3
5014,"orquesta",6.72,2.186,2
5015,"paciente",6.58,1.864,2
5016,"pajarita",7.28,2.061,2
5017,"palabras",4.44,1.763,2
5018,"palencia",9.22,1.941,2
5019,"pancarta",7.92,2.009,2
5020,"páncreas",9.70,1.705,2
5021,"panfleto",8.70,1.555,2
5022,"panorama",9.40,1.874,2
5023,"pantalla",5.70,2.043,2
5024,"pantalón",2.88,1.062,2
5025,"papelera",3.88,1.520,2
5026,"papeleta",8.76,2.046,2
5027,"paradoja",10.24,1.379,2
5028,"paraguas",3.56,1.554,2
5029,"parapara",5.14,3.354,2
5030,"parecido",6.40,1.917,3
5031,"partidos",6.02,1.732,2
5032,"pasajero",7.20,2.119,2
5033,"pasarela",8.06,1.973,2
5034,"patillas",8.00,2.382,2
5035,"patriota",8.74,3.056,3
5036,"pegatina",4.12,1.150,2
5037,"película",3.78,1.620,2
5038,"pellizco",4.24,1.768,2
5039,"pelotero",8.08,2.193,2
5040,"pensador",8.70,1.854,3
5041,"pensamos",6.34,1.858,1
5042,"pensando",5.20,1.906,1
5043,"penumbra",9.80,2.080,2
5044,"pequeñas",3.60,1.604,3
5045,"pequeñez",7.14,2.879,2
5046,"pequeños",3.76,1.721,3
5047,"perchero",6.40,2.268,2
5048,"perdedor",5.84,1.811,2
5049,"perdidas",5.90,2.435,3
5050,"pérdidas",8.20,2.040,2
5051,"perdonar",4.62,1.817,1
5052,"perezoso",8.50,1.843,3
5053,"perfecto",6.14,1.666,3
5054,"permitir",6.96,1.232,1
5055,"persiana",6.32,2.142,2
5056,"personal",9.16,1.543,3
5057,"personas",4.20,1.565,2
5058,"perverso",8.90,2.178,3
5059,"pesaroso",10.82,0.560,3
5060,"pesquisa",10.88,0.521,2
5061,"pestañas",4.50,1.764,2
5062,"petición",8.22,2.315,2
5063,"petróleo",8.46,1.752,2
5064,"picadura",5.28,1.691,2
5065,"pidiendo",5.22,1.799,1
5066,"pimentón",7.42,2.214,2
5067,"pimienta",6.20,1.784,2
5068,"pimiento",5.74,2.221,2
5069,"pinchazo",5.18,1.913,2
5070,"pingüino",4.42,1.949,2
5071,"pirámide",6.80,1.906,2
5072,"planchar",6.10,1.717,1
5073,"plástico",5.02,1.684,2
5074,"plateado",6.32,1.994,3
5075,"plegaria",9.00,2.060,2
5076,"poderoso",7.08,1.967,3
5077,"podíamos",6.12,1.769,1
5078,"polémica",10.32,1.186,2
5079,"política",8.64,2.310,2
5080,"político",9.06,1.420,3
5081,"poniendo",5.36,2.238,1
5082,"portátil",9.32,1.518,3
5083,"portavoz",8.70,1.669,2
5084,"portería",6.62,2.089,2
5085,"portugal",8.30,1.619,2
5086,"posesión",8.27,1.712,2
5087,"posición",6.42,2.483,2
5088,"positiva",7.46,1.832,3
5089,"positivo",7.08,2.355,3
5090,"potencia",9.76,1.559,2
5091,"práctica",8.18,1.637,3
5092,"precioso",5.40,1.852,3
5093,"preferir",5.22,1.920,1
5094,"prefiero",5.86,2.213,1
5095,"pregunta",4.60,1.884,2
5096,"pregunto",4.88,1.996,1
5097,"preocupa",7.24,1.996,1
5098,"presenta",6.18,2.360,1
5099,"presente",6.96,1.442,2
5100,"presidio",10.64,0.898,2
5101,"pretende",7.92,2.069,1
5102,"pretexto",10.00,1.457,2
5103,"previsto",8.80,1.702,3
5104,"primaria",5.42,1.885,3
5105,"primeras",4.56,1.631,3
5106,"primeros",4.60,1.443,3
5107,"princesa",3.58,1.401,2
5108,"príncipe",3.98,1.868,2
5109,"probable",8.62,1.947,3
5110,"problema",6.68,1.823,2
5111,"producir",8.10,2.112,1
5112,"producto",7.46,2.002,2
5113,"profesor",3.34,0.917,2
5114,"profunda",7.02,2.075,3
5115,"profundo",7.66,2.479,3
5116,"programa",5.64,1.956,2
5117,"progreso",8.76,1.912,2
5118,"proteger",6.98,1.953,1
5119,"protesta",8.42,1.808,2
5120,"provecho",9.30,1.787,2
5121,"próximos",7.40,1.525,3
5122,"proyecto",9.80,1.471,2
5123,"psíquico",10.46,1.073,3
5124,"pubertad",9.90,1.266,2
5125,"públicas",7.78,2.023,3
5126,"públicos",7.08,2.009,3
5127,"pulmones",6.44,1.939,2
5128,"puntapié",7.28,2.634,2
5129,"punzante",7.02,2.692,3
5130,"puñetazo",6.00,1.807,2
5131,"pusieron",5.32,1.942,1
5132,"quebrado",9.98,1.392,3
5133,"quedamos",6.94,2.161,1
5134,"quedarse",4.16,1.845,1
5135,"queremos",5.12,2.037,1
5136,"químicas",9.84,1.346,3
5137,"quisiera",6.58,2.061,1
5138,"quitarse",5.49,2.219,1
5139,"radiador",8.30,2.082,2
5140,"radiante",8.32,2.299,3
5141,"rallador",7.26,2.028,2
5142,"reacción",8.96,1.784,2
5143,"realidad",7.48,2.002,2
5144,"realismo",9.38,1.958,2
5145,"realizar",6.80,1.895,1
5146,"rebeldía",8.48,2.102,2
5147,"rebelión",9.78,1.516,2
5148,"recargar",9.38,1.576,1
5149,"recibido",7.08,2.019,1
5150,"reciclar",8.60,1.796,1
5151,"recordar",5.64,1.588,1
5152,"recuerda",5.94,1.766,1
5153,"recuerdo",6.04,2.138,2
5154,"recursos",8.84,1.983,2
5155,"refresco",4.60,1.738,2
5156,"regadera",5.32,1.856,2
5157,"registro",8.94,1.800,2
5158,"relación",8.38,2.059,2
5159,"relajado",6.46,2.052,3
5160,"religión",5.06,1.449,2
5161,"remediar",8.20,1.917,1
5162,"repartir",5.46,2.002,1
5163,"reproche",9.50,2.341,2
5164,"rescatar",6.86,2.111,1
5165,"resolver",7.38,1.794,1
5166,"respaldo",9.12,1.965,2
5167,"respecto",8.82,2.007,4
5168,"respetar",6.04,2.138,1
5169,"respirar",4.28,2.286,1
5170,"retirada",8.08,2.098,2
5171,"retórica",10.72,0.757,3
5172,"revertir",10.30,1.249,1
5173,"revisión",7.80,2.080,2
5174,"revólver",7.30,2.476,2
5175,"revuelta",8.14,2.688,2
5176,"saciedad",9.36,1.816,2
5177,"saliendo",5.94,2.074,1
5178,"salvador",7.28,2.475,2
5179,"sandalia",4.16,2.024,2
5180,"sándwich",4.48,1.832,2
5181,"santiago",6.72,2.572,2
5182,"sarcasmo",10.50,0.995,2
5183,"sargento",7.80,2.030,2
5184,"secadora",7.58,2.167,2
5185,"seguidor",8.24,1.636,2
5186,"seguimos",5.26,1.978,1
5187,"segundos",5.40,2.148,2
5188,"semáforo",5.24,1.975,2
5189,"sencillo",6.44,2.032,3
5190,"sentarse",3.70,2.375,1
5191,"señorita",4.82,1.870,2
5192,"separado",6.36,2.008,1
5193,"seriedad",7.74,2.257,2
5194,"servicio",6.96,2.222,2
5195,"servidor",8.58,2.400,2
5196,"silencio",3.24,1.333,2
5197,"simpatía",7.20,2.231,2
5198,"sinfonía",8.72,2.090,2
5199,"singular",7.46,1.887,3
5200,"síntesis",10.02,1.597,2
5201,"siquiera",8.37,1.879,4
5202,"sociable",8.62,1.713,3
5203,"sociales",8.16,1.283,3
5204,"sociedad",8.94,1.878,2
5205,"soldados",6.76,2.076,2
